ADC Channel - Charge distribution	ADC Counts - Charge distribution
1017.5	2
1018.5	0
1019.5	0
1020.5	1
1021.5	0
1022.5	0
1023.5	2
1024.5	1
1025.5	1
1026.5	1
1027.5	1
1028.5	1
1029.5	2
1030.5	1
1031.5	1
1032.5	1
1033.5	3
1034.5	2
1035.5	1
1036.5	2
1037.5	2
1038.5	1
1039.5	1
1040.5	0
1041.5	1
1042.5	0
1043.5	1
1044.5	1
1045.5	1
1046.5	1
1047.5	1
1048.5	1
1049.5	1
1050.5	0
1051.5	3
1052.5	0
1053.5	0
1054.5	0
1055.5	0
1056.5	1
1057.5	1
1058.5	0
1059.5	0
1060.5	1
1061.5	1
1062.5	0
1063.5	0
1064.5	4
1065.5	0
1066.5	1
1067.5	3
1068.5	0
1069.5	2
1070.5	0
1071.5	0
1072.5	0
1073.5	1
1074.5	0
1075.5	0
1076.5	1
1077.5	2
1078.5	0
1079.5	0
1080.5	0
1081.5	0
1082.5	1
1083.5	0
1084.5	1
1085.5	0
1086.5	1
1087.5	0
1088.5	0
1089.5	0
1090.5	0
1091.5	0
1092.5	0
1093.5	0
1094.5	0
1095.5	0
1096.5	0
1097.5	1
1098.5	0
1099.5	0
1100.5	0
1101.5	1
1102.5	1
1103.5	1
1104.5	0
1105.5	2
1106.5	0
1107.5	1
1108.5	0
1109.5	1
1110.5	2
1111.5	0
1112.5	0
1113.5	0
1114.5	1
1115.5	0
1116.5	0
1117.5	1
1118.5	0
1119.5	0
1120.5	0
1121.5	0
1122.5	1
1123.5	1
1124.5	0
1125.5	0
1126.5	0
1127.5	0
1128.5	2
1129.5	1
1130.5	1
1131.5	0
1132.5	0
1133.5	0
1134.5	0
1135.5	0
1136.5	0
1137.5	1
1138.5	0
1139.5	0
1140.5	0
1141.5	0
1142.5	0
1143.5	0
1144.5	0
1145.5	1
1146.5	0
1147.5	0
1148.5	1
1149.5	1
1150.5	0
1151.5	2
1152.5	0
1153.5	1
1154.5	1
1155.5	1
1156.5	0
1157.5	0
1158.5	1
1159.5	1
1160.5	0
1161.5	0
1162.5	2
1163.5	1
1164.5	1
1165.5	0
1166.5	0
1167.5	1
1168.5	0
1169.5	0
1170.5	0
1171.5	0
1172.5	1
1173.5	1
1174.5	0
1175.5	0
1176.5	1
1177.5	0
1178.5	0
1179.5	0
1180.5	0
1181.5	0
1182.5	0
1183.5	0
1184.5	1
1185.5	1
1186.5	1
1187.5	0
1188.5	1
1189.5	1
1190.5	0
1191.5	0
1192.5	0
1193.5	1
1194.5	0
1195.5	0
1196.5	0
1197.5	1
1198.5	0
1199.5	1
1200.5	0
1201.5	0
1202.5	2
1203.5	0
1204.5	0
1205.5	0
1206.5	0
1207.5	0
1208.5	0
1209.5	0
1210.5	1
1211.5	0
1212.5	0
1213.5	2
1214.5	0
1215.5	0
1216.5	0
1217.5	0
1218.5	0
1219.5	0
1220.5	2
1221.5	0
1222.5	0
1223.5	0
1224.5	0
1225.5	1
1226.5	0
1227.5	0
1228.5	0
1229.5	0
1230.5	0
1231.5	1
1232.5	0
1233.5	0
1234.5	0
1235.5	0
1236.5	0
1237.5	0
1238.5	0
1239.5	0
1240.5	0
1241.5	0
1242.5	0
1243.5	1
1244.5	1
1245.5	0
1246.5	1
1247.5	2
1248.5	0
1249.5	0
1250.5	0
1251.5	1
1252.5	0
1253.5	0
1254.5	1
1255.5	0
1256.5	0
1257.5	0
1258.5	0
1259.5	0
1260.5	0
1261.5	0
1262.5	0
1263.5	1
1264.5	0
1265.5	0
1266.5	0
1267.5	0
1268.5	0
1269.5	0
1270.5	0
1271.5	0
1272.5	0
1273.5	1
1274.5	0
1275.5	0
1276.5	0
1277.5	0
1278.5	0
1279.5	0
1280.5	1
1281.5	0
1282.5	1
1283.5	1
1284.5	0
1285.5	0
1286.5	0
1287.5	1
1288.5	0
1289.5	0
1290.5	1
1291.5	0
1292.5	0
1293.5	0
1294.5	0
1295.5	0
1296.5	0
1297.5	0
1298.5	0
1299.5	0
1300.5	0
1301.5	0
1302.5	0
1303.5	0
1304.5	0
1305.5	0
1306.5	0
1307.5	0
1308.5	0
1309.5	0
1310.5	0
1311.5	1
1312.5	0
1313.5	0
1314.5	0
1315.5	0
1316.5	0
1317.5	0
1318.5	0
1319.5	0
1320.5	1
1321.5	1
1322.5	0
1323.5	0
1324.5	0
1325.5	0
1326.5	0
1327.5	0
1328.5	0
1329.5	0
1330.5	0
1331.5	0
1332.5	0
1333.5	0
1334.5	0
1335.5	0
1336.5	0
1337.5	1
1338.5	0
1339.5	0
1340.5	0
1341.5	0
1342.5	0
1343.5	0
1344.5	0
1345.5	0
1346.5	0
1347.5	0
1348.5	0
1349.5	0
1350.5	0
1351.5	0
1352.5	0
1353.5	0
1354.5	0
1355.5	0
1356.5	0
1357.5	0
1358.5	0
1359.5	0
1360.5	0
1361.5	0
1362.5	0
1363.5	0
1364.5	0
1365.5	0
1366.5	0
1367.5	0
1368.5	0
1369.5	0
1370.5	0
1371.5	0
1372.5	0
1373.5	0
1374.5	1
1375.5	0
1376.5	0
1377.5	0
1378.5	0
1379.5	0
1380.5	0
1381.5	0
1382.5	0
1383.5	0
1384.5	0
1385.5	0
1386.5	0
1387.5	0
1388.5	0
1389.5	0
1390.5	0
1391.5	0
1392.5	0
1393.5	0
1394.5	0
1395.5	0
1396.5	0
1397.5	0
1398.5	0
1399.5	0
1400.5	0
1401.5	0
1402.5	0
1403.5	0
1404.5	0
1405.5	0
1406.5	0
1407.5	0
1408.5	0
1409.5	0
1410.5	0
1411.5	0
1412.5	0
1413.5	0
1414.5	0
1415.5	0
1416.5	0
1417.5	0
1418.5	0
1419.5	0
1420.5	0
1421.5	0
1422.5	1
1423.5	0
1424.5	0
1425.5	0
1426.5	0
1427.5	0
1428.5	0
1429.5	0
1430.5	0
1431.5	0
1432.5	0
1433.5	0
1434.5	0
1435.5	0
1436.5	0
1437.5	0
1438.5	0
1439.5	0
1440.5	0
1441.5	0
1442.5	0
1443.5	0
1444.5	0
1445.5	0
1446.5	0
1447.5	0
1448.5	0
1449.5	0
1450.5	0
1451.5	0
1452.5	0
1453.5	0
1454.5	0
1455.5	0
1456.5	0
1457.5	0
1458.5	0
1459.5	0
1460.5	0
1461.5	0
1462.5	0
1463.5	0
1464.5	0
1465.5	0
1466.5	0
1467.5	0
1468.5	0
1469.5	0
1470.5	0
1471.5	0
1472.5	0
1473.5	0
1474.5	0
1475.5	0
1476.5	0
1477.5	0
1478.5	0
1479.5	0
1480.5	0
1481.5	0
1482.5	0
1483.5	0
1484.5	0
1485.5	0
1486.5	0
1487.5	0
1488.5	0
1489.5	0
1490.5	0
1491.5	0
1492.5	0
1493.5	0
1494.5	0
1495.5	0
1496.5	0
1497.5	0
1498.5	0
1499.5	0
1500.5	0
1501.5	0
1502.5	0
1503.5	0
1504.5	0
1505.5	0
1506.5	0
1507.5	0
1508.5	0
1509.5	0
1510.5	0
1511.5	0
1512.5	0
1513.5	0
1514.5	0
1515.5	0
1516.5	0
1517.5	0
1518.5	0
1519.5	0
1520.5	0
1521.5	0
1522.5	0
1523.5	0
1524.5	0
1525.5	1
1526.5	0
1527.5	0
1528.5	0
1529.5	0
1530.5	0
1531.5	0
1532.5	0
1533.5	0
1534.5	0
1535.5	0
1536.5	0
1537.5	1
1538.5	0
1539.5	0
1540.5	0
1541.5	0
1542.5	0
1543.5	0
1544.5	0
1545.5	0
1546.5	1
1547.5	0
1548.5	0
1549.5	0
1550.5	0
1551.5	0
1552.5	0
1553.5	0
1554.5	0
1555.5	0
1556.5	0
1557.5	0
1558.5	0
1559.5	0
1560.5	0
1561.5	0
1562.5	0
1563.5	0
1564.5	0
1565.5	0
1566.5	0
1567.5	0
1568.5	0
1569.5	0
1570.5	0
1571.5	0
1572.5	0
1573.5	0
1574.5	0
1575.5	0
1576.5	0
1577.5	0
1578.5	0
1579.5	0
1580.5	0
1581.5	0
1582.5	0
1583.5	0
1584.5	0
1585.5	0
1586.5	0
1587.5	0
1588.5	0
1589.5	0
1590.5	0
1591.5	0
1592.5	0
1593.5	0
1594.5	0
1595.5	0
1596.5	0
1597.5	0
1598.5	0
1599.5	0
1600.5	0
1601.5	0
1602.5	0
1603.5	0
1604.5	0
1605.5	0
1606.5	0
1607.5	0
1608.5	0
1609.5	0
1610.5	0
1611.5	0
1612.5	0
1613.5	0
1614.5	0
1615.5	0
1616.5	0
1617.5	0
1618.5	0
1619.5	0
1620.5	0
1621.5	0
1622.5	0
1623.5	0
1624.5	0
1625.5	0
1626.5	0
1627.5	0
1628.5	0
1629.5	0
1630.5	0
1631.5	0
1632.5	0
1633.5	0
1634.5	0
1635.5	0
1636.5	0
1637.5	0
1638.5	0
1639.5	0
1640.5	0
1641.5	0
1642.5	0
1643.5	0
1644.5	0
1645.5	0
1646.5	0
1647.5	0
1648.5	0
1649.5	0
1650.5	0
1651.5	0
1652.5	0
1653.5	0
1654.5	0
1655.5	0
1656.5	0
1657.5	0
1658.5	0
1659.5	0
1660.5	0
1661.5	0
1662.5	0
1663.5	0
1664.5	0
1665.5	0
1666.5	0
1667.5	0
1668.5	0
1669.5	0
1670.5	0
1671.5	0
1672.5	0
1673.5	0
1674.5	0
1675.5	0
1676.5	0
1677.5	0
1678.5	0
1679.5	0
1680.5	0
1681.5	0
1682.5	0
1683.5	0
1684.5	0
1685.5	0
1686.5	0
1687.5	0
1688.5	0
1689.5	0
1690.5	0
1691.5	0
1692.5	0
1693.5	0
1694.5	0
1695.5	0
1696.5	0
1697.5	0
1698.5	0
1699.5	0
1700.5	0
1701.5	0
1702.5	0
1703.5	0
1704.5	0
1705.5	0
1706.5	0
1707.5	0
1708.5	0
1709.5	0
1710.5	0
1711.5	0
1712.5	0
1713.5	0
1714.5	0
1715.5	0
1716.5	0
1717.5	0
1718.5	0
1719.5	0
1720.5	0
1721.5	0
1722.5	0
1723.5	0
1724.5	0
1725.5	0
1726.5	0
1727.5	0
1728.5	0
1729.5	0
1730.5	0
1731.5	0
1732.5	0
1733.5	0
1734.5	0
1735.5	0
1736.5	0
1737.5	0
1738.5	0
1739.5	0
1740.5	0
1741.5	0
1742.5	0
1743.5	0
1744.5	0
1745.5	0
1746.5	0
1747.5	0
1748.5	0
1749.5	0
1750.5	0
1751.5	0
1752.5	0
1753.5	0
1754.5	0
1755.5	0
1756.5	0
1757.5	0
1758.5	0
1759.5	0
1760.5	0
1761.5	0
1762.5	0
1763.5	0
1764.5	0
1765.5	0
1766.5	0
1767.5	0
1768.5	0
1769.5	0
1770.5	0
1771.5	0
1772.5	0
1773.5	0
1774.5	0
1775.5	0
1776.5	0
1777.5	0
1778.5	0
1779.5	0
1780.5	0
1781.5	0
1782.5	0
1783.5	0
1784.5	0
1785.5	0
1786.5	0
1787.5	0
1788.5	0
1789.5	0
1790.5	0
1791.5	0
1792.5	0
1793.5	0
1794.5	0
1795.5	0
1796.5	0
1797.5	0
1798.5	0
1799.5	0
1800.5	0
1801.5	0
1802.5	0
1803.5	0
1804.5	0
1805.5	0
1806.5	0
1807.5	0
1808.5	0
1809.5	0
1810.5	0
1811.5	0
1812.5	0
1813.5	0
1814.5	0
1815.5	0
1816.5	0
1817.5	0
1818.5	0
1819.5	0
1820.5	0
1821.5	0
1822.5	0
1823.5	0
1824.5	0
1825.5	0
1826.5	0
1827.5	0
1828.5	0
1829.5	0
1830.5	0
1831.5	0
1832.5	0
1833.5	0
1834.5	0
1835.5	0
1836.5	0
1837.5	0
1838.5	0
1839.5	0
1840.5	0
1841.5	0
1842.5	0
1843.5	0
1844.5	0
1845.5	0
1846.5	0
1847.5	0
1848.5	0
1849.5	0
1850.5	0
1851.5	0
1852.5	0
1853.5	0
1854.5	0
1855.5	0
1856.5	0
1857.5	0
1858.5	0
1859.5	0
1860.5	0
1861.5	0
1862.5	0
1863.5	0
1864.5	0
1865.5	0
1866.5	0
1867.5	0
1868.5	0
1869.5	0
1870.5	0
1871.5	0
1872.5	0
1873.5	0
1874.5	0
1875.5	0
1876.5	0
1877.5	0
1878.5	0
1879.5	0
1880.5	0
1881.5	0
1882.5	0
1883.5	0
1884.5	0
1885.5	0
1886.5	0
1887.5	0
1888.5	0
1889.5	0
1890.5	0
1891.5	0
1892.5	0
1893.5	0
1894.5	0
1895.5	0
1896.5	0
1897.5	0
1898.5	0
1899.5	0
1900.5	0
1901.5	0
1902.5	0
1903.5	0
1904.5	0
1905.5	0
1906.5	0
1907.5	0
1908.5	0
1909.5	0
1910.5	0
1911.5	0
1912.5	0
1913.5	0
1914.5	0
1915.5	0
1916.5	0
1917.5	0
1918.5	0
1919.5	0
1920.5	0
1921.5	0
1922.5	0
1923.5	0
1924.5	0
1925.5	0
1926.5	0
1927.5	0
1928.5	0
1929.5	0
1930.5	0
1931.5	0
1932.5	0
1933.5	0
1934.5	0
1935.5	0
1936.5	0
1937.5	0
1938.5	0
1939.5	0
1940.5	0
1941.5	0
1942.5	0
1943.5	0
1944.5	0
1945.5	0
1946.5	0
1947.5	0
1948.5	0
1949.5	0
1950.5	0
1951.5	0
1952.5	0
1953.5	0
1954.5	0
1955.5	0
1956.5	0
1957.5	0
1958.5	0
1959.5	0
1960.5	0
1961.5	0
1962.5	0
1963.5	0
1964.5	0
1965.5	0
1966.5	0
1967.5	0
1968.5	0
1969.5	0
1970.5	0
1971.5	0
1972.5	0
1973.5	0
1974.5	0
1975.5	0
1976.5	0
1977.5	0
1978.5	0
1979.5	0
1980.5	0
1981.5	0
1982.5	0
1983.5	0
1984.5	0
1985.5	0
1986.5	0
1987.5	0
1988.5	0
1989.5	0
1990.5	0
1991.5	0
1992.5	0
1993.5	0
1994.5	0
1995.5	0
1996.5	0
1997.5	0
1998.5	0
1999.5	0
2000.5	0
2001.5	0
2002.5	0
2003.5	0
2004.5	0
